id,kind,outcome,outcome_label,corrected,correction_note,section,area,goal,comparison,why,result,reason,scope,batches,sources,original_question,register_page,mapping_rule,master_table_line
MT075,research,fail,Goal missed,,,6,Proposed fixes,Improve accuracy through true full pooling,zpool r=0 versus plain layerwise,Test the claimed full-pooling benefit directly,True full pooling reduces accuracy by about three points.,"The earlier positive endpoint was an additive arm, not true pooling.","Use within-zsw endpoint contrast or explicit pooled controls, never mix their effect estimates.","[""zsw"", ""zsx""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 75, ""section"": null}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 598, ""section"": ""21""}]","Does FULL pooling help (+1.39 pp), as carried in the handoff doc?",34,register,
MT076,research,mixed,Mixed,,,6,Proposed fixes,Establish a competitive tuned pooling method,Additive and plain controls with meta-step tuning,Check whether another hyperparameter buys accuracy,Older partial tuning favored plain; g4m later preserves a local additive advantage.,The original broad domination claim did not test the joint sweep.,No conclusion of universal pooling dominance; neither local result clears tuned non-meta baseline.,"[""ms"", ""ac"", ""g4m""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 76, ""section"": null}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 692, ""section"": ""24""}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 10378, ""section"": ""141""}]","Even taking the curve at face value, is pooling worth doing?",34,register,
MT077,research,fail,Goal missed,,,6,Proposed fixes,Preserve the additive optimum at proper initialization,Additive r curves at alpha0=1e-6 and 1e-3,Test dependence on slow initial learning,Most interior gain disappears; the whole curve does not become flat.,The remaining local improvement misses the stated materiality threshold.,ac plus exactly matched earlier controls; multiple batch families; r=1 still substantially lower.,"[""ac""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 77, ""section"": null}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 6693, ""section"": ""115""}]",Does the M1 interior optimum survive a non-crippled initialisation?,35,register,
MT078,research,mixed,Mixed,,,6,Proposed fixes,Transfer the additive optimum,"r curves across architecture, dataset, and initialization",Test whether the local optimum supports a general method,R10/R34 small-alpha0 optima exist; C100 fails; R50 follow-up remains unresolved.,Transfer is conditional; the old “nowhere” claim is false.,R34 a0=1e-3 still lacks a full curve; a2g3 36 runs completed.,"[""r10"", ""r10b"", ""r10c"", ""r34r"", ""r34f"", ""rc100"", ""a2g3""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 78, ""section"": null}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 6693, ""section"": ""115""}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 10378, ""section"": ""141""}]",Does the M1 optimum transfer to another architecture or dataset?,35,register,
MT079,research,mixed,Mixed,,,6,Proposed fixes,Improve good partitions with meta-gradient pooling,zpool r sweeps for layerwise and weightwise,Test a true-pooling alternative to additive updates,Weightwise is rescued; layerwise shows no material interior improvement.,"The benefit is a fine-partition rescue, with interior step-size confounding.","zpool 100-epoch ladder; zmpool only four 20-epoch endpoint checks, not a full sweep.","[""zsw"", ""zsx"", ""zmpool""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 79, ""section"": null}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 405, ""section"": ""15""}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 598, ""section"": ""21""}]",Does pooling in META-GRADIENT space (the confound-free operator) have an interior optimum?,35,register,
MT080,research,unresolved,Open,,,6,Proposed fixes,Identify a scaling law for optimal r,R10/R18/R34 argmaxes versus parameter count,Predict the sharing setting from model size,"Argmaxes decrease with size, but batch noise and grid resolution prevent a scaling law.",Cross-family peak margins are below the measured batch floor.,Small alpha0 only; proper initialization breaks the trend; no further compute was recommended.,"[""r10"", ""r10b"", ""r34r"", ""r34f"", ""ac""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 80, ""section"": null}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 6693, ""section"": ""115""}, {""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 10378, ""section"": ""141""}]",Is there a scale law for the pooling optimum (r* ~ 1/N)?,35,register,
MT086,research,fail,Goal missed,Corrected,"The claimed excess sign agreement does not hold: 53.1% belongs to 62 groups, whose independence null is 55.07%.",7,Meta-gradient measurements,Check the claimed excess sign agreement,Layerwise and weightwise agreement vs their own independence nulls,Avoid mixing group counts and null expectations.,53.1% belongs to 62 groups; its independence expectation is 55.07%.,The published sentence combined the wrong arm and wrong null.,"R18/C10 sign probes. Weightwise agreement is 50.005–50.028%, not 53.1%; null depends on coordinate count. Later correlation measurements use a different, calibrated variance instrument; this correction does not imply independence.","[""mx_sig"", ""kt2""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 86}, {""reference"": ""CORRECTIONS 26"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 737}, {""reference"": ""CORRECTIONS 34"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 1017}, {""reference"": ""CORRECTIONS 98.6"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 4226}]",Do per-weight meta-gradients agree in sign far more than independence allows? ('53.1% of 11.17M against a null of 50.0000 +-0.0015%'),36,approved-correction-split,
MT087,research,fail,Goal missed,,,7,Meta-gradient measurements,Test inverse-square-root noise averaging,Measured drift slopes vs the square-root averaging prediction,Check the campaign's noise-averaging premise.,Directional evidence conflicts with square-root averaging; censored slope magnitudes remain unquotable.,The measured scaling does not match the registered expectation.,"Keep drift versus group count and drift versus group size separate. Some numerical slopes include Lion-censored points; do not plot them as clean estimates. The one contrary two-point R10 startup subspan is retained. This is a test of the campaign's premise, not a refutation of Adam-mini, Adalayer, or SGG.","[""p7"", ""p9"", ""p6f""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 87}, {""reference"": ""CORRECTIONS 17"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 464}, {""reference"": ""CORRECTIONS 87.1"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 2928}]",Does meta-gradient noise average down like 1/sqrt(N) as the partition gets finer (the premise coarse partitions are sold on)?,36,register,
MT088,research,success,Goal met,,,7,Meta-gradient measurements,Detect correlation after step sizes adapt,Frozen vs free beta at the same R18 configuration,Test whether dependence survives adaptation.,"Adapted correlation remains measurable: 8.458e-8, independently replicated at 8.888e-8.",The adapted estimate exceeds its own resolution floor.,"R18/C10, alpha0=1e-3, steady half of 20 epochs. CORRECTIONS34 matched pair: fz-w-a3 n=5 versus p7-r18-w n=10; rho_s 1.925e-6 versus 8.458e-8. CORRECTIONS47's 8.888e-8 is a separate fr5 replication and must not inherit n=10. Pooled-floor estimates are lower bounds. Published channel percentages do not sum to 100%; do not make a normalized stacked chart from them.","[""fz"", ""p7"", ""fr5""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 88}, {""reference"": ""CORRECTIONS 34"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 1017}, {""reference"": ""CORRECTIONS 47"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 634}, {""reference"": ""CORRECTIONS 52(2a)"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 1576}]",Are per-weight meta-gradients correlated AT THE ADAPTED OPERATING POINT (not just off-equilibrium)?,36,register,
MT089,research,success,Goal met,,,7,Meta-gradient measurements,Measure effective independence across model and dataset families,Free vs frozen beta across four architecture/dataset combinations,Quantify dependence at the adapted operating point.,"Under SGDm, per-weight effective independence retains 16–55% over epochs 10–20.",The fraction remains below independence across all four tested families.,"Variance-derived N_eff/m = 1/[1+(m-1)rho_s], dimensionless effective-independence fraction, not signal percentage. SGDm base, 20-epoch runs, steady half; free 0.163/0.481/0.552/0.305 for R10/R18/R34/C100. Later AdamW, longer-window and cc1 tests defeat universal or predictive interpretations.","[""fz3"", ""p5"", ""ff5"", ""ml5"", ""cl5"", ""uc5"", ""uc6""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 89}, {""reference"": ""CORRECTIONS 68"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 2057}, {""reference"": ""CORRECTIONS 86.1"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 2751}, {""reference"": ""CORRECTIONS 101.2"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 4463}, {""reference"": ""CORRECTIONS 110.2"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 5947}]",How much of the independent information their count implies do per-weight meta-gradients actually carry? (N_eff/m),36,register,
MT090,research,fail,Goal missed,,,7,Meta-gradient measurements,Preserve effective independence in later training windows,Epochs 10–20 vs 20–40 at each granularity,Check whether early measurements describe later training.,Nodewise and weightwise decline; layerwise change remains unresolved.,The effective-independence fraction changes substantially in the finer partitions.,"R18/C10; br6 n=4 per rung, all 12 seeds box-free. Changes are -0.0359/-0.1260/-0.3556 for layer/node/weight. Layerwise is a resolution-limited bound, not evidence of stationarity. No budget-coupled schedule exists: this is a window/time contrast, not an independent causal budget intervention.","[""cl5"", ""bl5"", ""br6""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 90}, {""reference"": ""CORRECTIONS 77"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 2405}, {""reference"": ""CORRECTIONS 86.1"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 2751}]","Is N_eff/m stationary in training time, or is the headline a 20-epoch sentence?",37,register,
MT091,research,success,Goal met,,,7,Meta-gradient measurements,Keep effective-independence measurements robust to guard changes,Published guard boxes vs measured box-free configurations,Test whether clipping creates the measurement headline.,Box removal changes N_eff/m only −0.006 to +0.024 across four families.,All shifts stay within the registered measurement tolerance.,"20 epochs; tested configurations only. Box-free family fractions: R10 .1571, R18 .5045, R34 .5474, C100 .3124. R18 four-box span .076 against historical .10 tolerance. Do not generalize the row's '+.027 pp accuracy-neutral' aside: fa1 and later audits show accuracy effects depend on recipe, bound and horizon.","[""cl5"", ""uc5"", ""uc6"", ""wc5""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 91}, {""reference"": ""CORRECTIONS 68"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 2057}, {""reference"": ""CORRECTIONS 113"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 6372}, {""reference"": ""CORRECTIONS 117.1"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 6962}, {""reference"": ""CORRECTIONS 148.6"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 10305}]",Is N_eff/m an artefact of the BETA_CLIP guard box every run sits inside?,37,register,
MT092,research,success,Goal met,,,7,Meta-gradient measurements,Test gradual adaptation of the correlation profile,Frozen beta vs two valid meta-step settings,Distinguish a gradual response from a switch.,N_eff/m rises 0.042 → 0.129 → 0.481 as meta-step increases.,The intermediate setting lands between the two endpoint profiles.,"R18/C10, ml5, 20 epochs, n=3 per rung. Profile exponent .343→.219→.081 and k=1 suppression 1→3.37→21.09. The ms=1e-2 rung is guard-dominated and excluded from this conclusion. 'High-pass' describes scale-selective measured suppression, not an established causal theory of optimization.","[""ml5"", ""p5""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 92}, {""reference"": ""CORRECTIONS 58 supersedes CORRECTIONS 53"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 1769}]",Is a step-size adapter a HIGH-PASS FILTER on meta-gradient correlation — and is it a dial or a switch?,37,register,
MT093,research,success,Goal met,,,7,Meta-gradient measurements,Verify short-range correlation beyond estimator artifacts,Corrected scale profiles vs exchangeable and independence models,Remove heterogeneity before interpreting the profile.,Frozen-beta profiles fall 16.6–264.6× across the four tested families.,The falling profiles survive the corrected independence floor.,"Off-equilibrium/frozen beta, 20 epochs, n=2 per arm. rho_w is an implied sign-correlation parameter, not marginal-sign E(u). Steady R18 corrected span69.3 versus uncorrected165.5. Free-beta profiles flatten; R10 free exchangeability is undecided at7.8× rather than universally accepted. Do not call the shape dataset- or architecture-independent beyond these four combinations.","[""p5"", ""fz3"", ""fr5"", ""ff5""]","[{""path"": ""repository/docs/MASTER-TABLE.md"", ""line"": 93}, {""reference"": ""CORRECTIONS 45"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 1362}, {""reference"": ""CORRECTIONS 47"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 634}, {""reference"": ""CORRECTIONS 50"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 1522}, {""reference"": ""CORRECTIONS 59"", ""path"": ""repository/docs/CORRECTIONS.md"", ""line"": 1811}]","Off the meta-optimum, does the correlation have a RANGE (short-range, channel-scaled) or is the falling profile an estimator artefact?",37,register,
