panel_id,occurrence_id,primary_cell_id,legacy_cell_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,configuration
long_trajectory_pooling,OCC-8ce591dbdd6c32c6,CELL-ed3987f2ed025ccc,CELL-be5f2f13d27e6898,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.1|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/0/cells/0,"{""end_epoch"":100,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0.1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-1911acae0a687325,CELL-d7ab2fe221d95c7c,CELL-d50ca87bb9e37ba4,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.05|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/0/cells/1,"{""end_epoch"":100,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0.05"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-fef3d0509817eeea,CELL-4d1da5f5e98dbb44,CELL-e62c5b573ff1203e,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|0.1|na|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/0/cells/2,"{""end_epoch"":100,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""shrink"",""lam"":""0.1"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-e136a7e2e1943ef7,CELL-d16094b761d1aea1,CELL-f006e1879a2b65dd,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/0/cells/3,"{""end_epoch"":100,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-7ab63cb25fc05952,CELL-c60932cab9565729,CELL-81150709dcc26dc7,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/0/cells/4,"{""end_epoch"":100,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-9e2fc6ecdcc8a61b,CELL-a69daf3a6f082550,CELL-be5f2f13d27e6898,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.1|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/1/cells/0,"{""end_epoch"":205,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0.1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-2dc7c8acc99fa147,CELL-9e3ad5c5c9b25390,CELL-d50ca87bb9e37ba4,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.05|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/1/cells/1,"{""end_epoch"":205,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0.05"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-e2e90690390de0c2,CELL-6a654c0dddc2016e,CELL-e62c5b573ff1203e,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|0.1|na|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/1/cells/2,"{""end_epoch"":205,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""shrink"",""lam"":""0.1"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-597b4d48ca3d442a,CELL-8d4987c86e2bc025,CELL-f006e1879a2b65dd,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/1/cells/3,"{""end_epoch"":205,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-42fbacea0cc1dc6e,CELL-2a78b6ec8a243c11,CELL-81150709dcc26dc7,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/1/cells/4,"{""end_epoch"":205,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-8f9bcf9ae3a63db3,CELL-c8c41cf9c267174a,CELL-be5f2f13d27e6898,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.1|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/2/cells/0,"{""end_epoch"":300,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0.1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-433247bc19ca481c,CELL-644b9eb6b556b3b3,CELL-d50ca87bb9e37ba4,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.05|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/2/cells/1,"{""end_epoch"":300,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0.05"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-4b41e4d07f184d82,CELL-629bdd6ac97102f0,CELL-e62c5b573ff1203e,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|0.1|na|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/2/cells/2,"{""end_epoch"":300,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""shrink"",""lam"":""0.1"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-5b88131d78e5ffa1,CELL-a1a9218ebcdef9fa,CELL-f006e1879a2b65dd,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/2/cells/3,"{""end_epoch"":300,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""0"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
long_trajectory_pooling,OCC-2f3ee07b832ca586,CELL-09322dd7aee48e79,CELL-81150709dcc26dc7,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|300,trajectory window on existing runs,/panels/long_trajectory_pooling/e3a/2/cells/4,"{""end_epoch"":300,""scope"":""Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct.""}","{""e3a"":2}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""300"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-b00e26c4f11dc660,CELL-5d2a45acb13712d3,CELL-f52a2b79b599a7e4,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|20,reported cell context,/panels/initialization_startup/short_confounded/0,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-8ffacc35047fd9b5,CELL-222e1868fd59e391,CELL-605d3e505e2181ce,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/1,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""shrink"",""lam"":""1.0"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-905a3fc75a59fad6,CELL-308b8580ffbcbc39,CELL-68bb1930329be6f2,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|20,reported cell context,/panels/initialization_startup/short_confounded/2,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-88ec88763a8f1222,CELL-deebf0bff28d3b8b,CELL-bb7fdb203ac2d99a,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/3,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""shrink"",""lam"":""1.0"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-3d7d87639a89aacd,CELL-4c232bd105a8a4a2,CELL-aab73d24a7efc110,ResNet18|CIFAR10|100|nodewise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/4,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""nodewise"",""hier"":""shrink"",""lam"":""1.0"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-b20e3e94f1940588,CELL-2fd1e59d3c0a2a94,CELL-e48d0ead778ca97a,ResNet18|CIFAR10|100|nodewise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/5,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""nodewise"",""hier"":""shrink"",""lam"":""1.0"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-fecec4aa1e44775f,CELL-203926040e882b59,CELL-85b8f08be5bb4c62,ResNet18|CIFAR10|100|resnet18_blocks|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/6,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""resnet18_blocks"",""hier"":""shrink"",""lam"":""1.0"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-573ed3374be760d5,CELL-75f40ea29ea41336,CELL-5b04b8390ebd9cba,ResNet18|CIFAR10|100|resnet18_blocks|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/7,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""resnet18_blocks"",""hier"":""shrink"",""lam"":""1.0"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-45608372897bb490,CELL-103b61e34e929f7e,CELL-c026a6f8b002949c,ResNet18|CIFAR10|100|scalar|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|20,reported cell context,/panels/initialization_startup/short_confounded/8,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""scalar"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-87830e5b0575058c,CELL-0b2741aeb05879c9,CELL-5d453aed45252cd3,ResNet18|CIFAR10|100|scalar|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|20,reported cell context,/panels/initialization_startup/short_confounded/9,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""scalar"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-462083e6e0b52d80,CELL-e00d206ed01698bd,CELL-0e4ffeb8eb31ee2c,ResNet18|CIFAR10|100|weightwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/10,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":""shrink"",""lam"":""1.0"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-8882c6df72c3ead2,CELL-8dc25e9832649cf7,CELL-bbc92b2c2b8095b2,ResNet18|CIFAR10|100|weightwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/11,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""20"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":""shrink"",""lam"":""1.0"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-1dd6002a2b514d23,CELL-3db616716ab54c9e,CELL-90d8206d3deffa11,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/initialization_startup/matched_100/0,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""a0L"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-5ef75c7bead0cdea,CELL-6dc3928b19a4d271,CELL-f38c31ceed5ada7b,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|0.1|na|100,reported cell context,/panels/initialization_startup/matched_100/1,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""a0L"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""shrink"",""lam"":""0.1"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-8fa5cd1949f8562b,CELL-bb11b06653d60e78,CELL-d25f9a71fde6fba0,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-4|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/initialization_startup/matched_100/2,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""a0L"":2}",,"{""alpha0"":""1e-4"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
initialization_startup,OCC-687a3b069a4a5ea9,CELL-31d1fd3f8e52108c,CELL-63f128e30b55b75c,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-4|1|1|-15:-2.3026|shrink|0.1|na|100,reported cell context,/panels/initialization_startup/matched_100/3,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""a0L"":2}",,"{""alpha0"":""1e-4"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""shrink"",""lam"":""0.1"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
