collection,panel_id,panel_title,entry_ids,metric,units,scope,notes,evidence_level,panel_source_ids,evidence_file,evidence_json_pointer,dataset_id,filename,role,row_count,column_count,sha256
mechanism,sign_disagreement,Disagreement does not locate the accuracy peak,MT159,"Directly executed [49,13] descriptive cross-check",fraction; step counts; epochs,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | Descriptive cross-check only: one seed,12epochs; primary evidence remains the100-epoch window analysis.","Rates are WINDOW rates, not per-step rates. | Virtual regrouping of layerwise dynamics is distinct from running eachm=2partition. | Do not claim global monotonicity; terminalk61rebounds. | SEEDS-DISAGREE means seeds disagree with the predicted location. | The retrospective primary at its original registration uses onlycru1seeds15–17. Do not silently add laterctd1/ciso1probes when reproducing the historical claim.",independent raw reconstruction from retrieved historical cru1 layerwise probes; no scorer imported or executed,S0581 | S0582 | S0583 | S0584,publication-workspace/work/full_mechanism_evidence.json,/panels/sign_disagreement/true_m2_crosscheck,mechanism.sign_disagreement.true_m2_crosscheck_summary,mechanism__sign_disagreement__true_m2_crosscheck_summary.csv,true_m2_crosscheck_summary,1,19,dab0cf467304006bf60a398880c2bc55e4a0b66e650305af4f7af6fd2d34fa1e
mechanism,tensor_sign_carriers,Three BN scales reverse the scalar update vote,MT161,Per-seed mean Lion direction on scalar-pinned records,Lion direction units; numel is parameter coordinates,"`ctd1`, 6 runs, 100 ep | Scalar seeds [18, 19, 20]; n=3 seed means, not independent probe records. Positive L lowers beta.","PositiveL lowers beta; negativeL raises beta. | Bars summarize per-seed mean signedL during each seed’s pinned phase; do not use individual probe records as independent replicate seeds. | Named conv/head candidates vote up; the discoveredBNscales vote down. | Three carriers determine the remaining-sign intervention on all pinned records, but strict domination over sum(abs(otherterms)) is not literally100%. | Tensor indices are1-based here; the archivedATTACK_REPORT finaltensor listing uses0-based indices.",raw epoch reconstruction,S0593 | S0594 | S0595 | S0596,publication-workspace/work/full_mechanism_evidence.json,/panels/tensor_sign_carriers/rows,mechanism.tensor_sign_carriers.pinned_tensor_summary,mechanism__tensor_sign_carriers__pinned_tensor_summary.csv,pinned_tensor_summary,62,20,fa57fce30f72e24e730565a329f71a9be4e025de03336b16876531d1803b8e49
mechanism,tensor_sign_carriers,Three BN scales reverse the scalar update vote,MT161,Per-tensor Lion direction by seed and observed phase,Lion direction units; vote fractions; record counts,"`ctd1`, 6 runs, 100 ep | Scalar all/pinned/unpinned phases are retained. Layerwise exports all records only: the input's duplicate 'unpinned' alias is not a physical layerwise phase. Positive L lowers beta.","PositiveL lowers beta; negativeL raises beta. | Bars summarize per-seed mean signedL during each seed’s pinned phase; do not use individual probe records as independent replicate seeds. | Named conv/head candidates vote up; the discoveredBNscales vote down. | Three carriers determine the remaining-sign intervention on all pinned records, but strict domination over sum(abs(otherterms)) is not literally100%. | Tensor indices are1-based here; the archivedATTACK_REPORT finaltensor listing uses0-based indices.",raw epoch reconstruction,S0593 | S0594 | S0595 | S0596,publication-workspace/work/full_mechanism_evidence.json,/panels/tensor_sign_carriers/probe_runs/*/per_tensor,mechanism.tensor_sign_carriers.per_seed_tensor_phases,mechanism__tensor_sign_carriers__per_seed_tensor_phases.csv,per_seed_tensor_phases,744,18,dd05daa1dabf996c0dea1f667e8050cff7073b86491a5c35f7ff16a86cdf9429
mechanism,tensor_sign_carriers,Three BN scales reverse the scalar update vote,MT161,Scalar aggregate and three-carrier sign dynamics,Lion direction units; beta natural log; epoch and step,"`ctd1`, 6 runs, 100 ep | 500 records per seed. Strict domination means carrier sum exceeds the sum of absolute remaining terms; removal_flips_sign is a separate test.","PositiveL lowers beta; negativeL raises beta. | Bars summarize per-seed mean signedL during each seed’s pinned phase; do not use individual probe records as independent replicate seeds. | Named conv/head candidates vote up; the discoveredBNscales vote down. | Three carriers determine the remaining-sign intervention on all pinned records, but strict domination over sum(abs(otherterms)) is not literally100%. | Tensor indices are1-based here; the archivedATTACK_REPORT finaltensor listing uses0-based indices.",raw epoch reconstruction,S0593 | S0594 | S0595 | S0596,publication-workspace/work/full_mechanism_evidence.json,/panels/tensor_sign_carriers/probe_runs/*/timeline,mechanism.tensor_sign_carriers.scalar_timelines,mechanism__tensor_sign_carriers__scalar_timelines.csv,scalar_timelines,1500,18,86550b2cbf8840d4b80f66212a90c585328f141371e5d902190d6f4997f285b9
mechanism,tensor_sign_carriers,Three BN scales reverse the scalar update vote,MT161,Per-seed scalar sign disagreement and pinned-phase interventions,fractions and record counts,"`ctd1`, 6 runs, 100 ep | Sign removal flips all pinned records; strict absolute-mass domination is below 100% in two seeds.","PositiveL lowers beta; negativeL raises beta. | Bars summarize per-seed mean signedL during each seed’s pinned phase; do not use individual probe records as independent replicate seeds. | Named conv/head candidates vote up; the discoveredBNscales vote down. | Three carriers determine the remaining-sign intervention on all pinned records, but strict domination over sum(abs(otherterms)) is not literally100%. | Tensor indices are1-based here; the archivedATTACK_REPORT finaltensor listing uses0-based indices.",raw epoch reconstruction,S0593 | S0594 | S0595 | S0596,publication-workspace/work/full_mechanism_evidence.json,/panels/tensor_sign_carriers/probe_runs/*/summary,mechanism.tensor_sign_carriers.scalar_seed_summary,mechanism__tensor_sign_carriers__scalar_seed_summary.csv,scalar_seed_summary,3,15,3a5f7f42fe6a6c5fe60c367620fb21ad598cf27db8f56ecf441b2b67ef547eb1
mechanism,tensor_sign_carriers,Three BN scales reverse the scalar update vote,MT161,Each tensor's layerwise beta trajectory summary,beta natural log; pin_fraction dimensionless,"`ctd1`, 6 runs, 100 ep","PositiveL lowers beta; negativeL raises beta. | Bars summarize per-seed mean signedL during each seed’s pinned phase; do not use individual probe records as independent replicate seeds. | Named conv/head candidates vote up; the discoveredBNscales vote down. | Three carriers determine the remaining-sign intervention on all pinned records, but strict domination over sum(abs(otherterms)) is not literally100%. | Tensor indices are1-based here; the archivedATTACK_REPORT finaltensor listing uses0-based indices.",raw epoch reconstruction,S0593 | S0594 | S0595 | S0596,publication-workspace/work/full_mechanism_evidence.json,/panels/tensor_sign_carriers/probe_runs/*/per_tensor/*/own_beta,mechanism.tensor_sign_carriers.layerwise_own_beta,mechanism__tensor_sign_carriers__layerwise_own_beta.csv,layerwise_own_beta,186,14,cc21d116f6f3ce3f06f2dd707df4b4ba613a5ceeb8a94bdf9b34822b33d9e3f7
mechanism,tensor_sign_carriers,Three BN scales reverse the scalar update vote,MT161,Counts pooled across three scalar probe runs,"fractions, record counts, parameter coordinates","`ctd1`, 6 runs, 100 ep | Pooled record fractions have no inferred seed SD/SE. Carrier parameter count is 1,536 of 11,220,132.","PositiveL lowers beta; negativeL raises beta. | Bars summarize per-seed mean signedL during each seed’s pinned phase; do not use individual probe records as independent replicate seeds. | Named conv/head candidates vote up; the discoveredBNscales vote down. | Three carriers determine the remaining-sign intervention on all pinned records, but strict domination over sum(abs(otherterms)) is not literally100%. | Tensor indices are1-based here; the archivedATTACK_REPORT finaltensor listing uses0-based indices.",raw epoch reconstruction,S0593 | S0594 | S0595 | S0596,publication-workspace/work/full_mechanism_evidence.json,/panels/tensor_sign_carriers/pooled_summary,mechanism.tensor_sign_carriers.pooled_summary,mechanism__tensor_sign_carriers__pooled_summary.csv,pooled_summary,1,14,e801f406fb93148de88a2ad0fdc9f9ad0a44b890c3cfe76a4ab1d71c0cf618d9
mechanism,rate_shape_documented,"k50 and k52 differ in shape, not only timescale",MT148,Documented tau and normalized hitting times,tau in epochs; rho dimensionless,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Tau SD is supplied across three seeds. No rho SD/SE or tau SE is inferred; exponential row is analytic.",Reportedfitparameters are not true asymptotes or mechanistic explanations. | DocumentedtauSD is across3seeds. No invented uncertainties for printedrho.,documented retrospective scorer output; raw accuracy curves are available in batches.cpk2,S0597 | S0598 | S0599 | S0600,publication-workspace/work/full_mechanism_evidence.json,/panels/rate_shape_documented/rows,mechanism.rate_shape_documented.fit_summary,mechanism__rate_shape_documented__fit_summary.csv,fit_summary,3,11,a654bb203d9ede87e15909b5acc6326851b98d6a982cce569c6034d263e69dbe
mechanism,rate_shape_documented,"k50 and k52 differ in shape, not only timescale",MT148,k52 minus k50 normalized 90% hitting time,dimensionless,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Registered bar is a scorer resolution bar, not an arm SD/SE.",Reportedfitparameters are not true asymptotes or mechanistic explanations. | DocumentedtauSD is across3seeds. No invented uncertainties for printedrho.,documented retrospective scorer output; raw accuracy curves are available in batches.cpk2,S0597 | S0598 | S0599 | S0600,publication-workspace/work/full_mechanism_evidence.json,/panels/rate_shape_documented,mechanism.rate_shape_documented.registered_shape_contrast,mechanism__rate_shape_documented__registered_shape_contrast.csv,registered_shape_contrast,1,6,bba49554ecc3da83482d3fe0ef27525ddaf2e44f4d50952e9cc2ce8f8e1e6c2d
mechanism,rate_shape_documented,"k50 and k52 differ in shape, not only timescale",MT148,Raw epoch accuracy for the two fitted cut arms,test/train accuracy percent; raw zero-based epoch,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",Reportedfitparameters are not true asymptotes or mechanistic explanations. | DocumentedtauSD is across3seeds. No invented uncertainties for printedrho.,documented retrospective scorer output; raw accuracy curves are available in batches.cpk2,S0597 | S0598 | S0599 | S0600,publication-workspace/work/full_mechanism_evidence.json,/panels/rate_shape_documented; /batches/cpk2/runs,mechanism.rate_shape_documented.raw_epoch_curves,mechanism__rate_shape_documented__raw_epoch_curves.csv,raw_epoch_curves,4632,11,212fd5a06e6838aae6383bc2fc55f2489d978436cce50d921a8b2c155471f0c3
measurement,sign_null,The sign-agreement headline used the wrong null,MT086 | MT087,"Mean majority-sign agreement E[max(p,1-p)]",percent,Historical correction example. Observed range is not a confidence interval; no error bars are inferred.,,documented_values,S0607,publication-workspace/work/full_measurement_evidence.json,/plots/sign_null/rows,measurement.sign_null.values,measurement__sign_null__values.csv,values,2,9,a7e0b7219f6ad5df4b92cf95a2e312df68130a2bc7e81a30856c2ecc75e40704
measurement,adapted_correlation,Sign correlation survives adaptation,MT088 | MT089,rho_s: excess temporal variance of pooled sign fraction divided by pooled Bernoulli variance,dimensionless,"R18/C10, alpha0=1e-3, steady half of 20 epochs. The fr5 replication is separate and must not inherit n=10. The pooled-floor rho_s estimate is a lower bound.",,documented_values,S0608 | S0609,publication-workspace/work/full_measurement_evidence.json,/plots/adapted_correlation/rows,measurement.adapted_correlation.values,measurement__adapted_correlation__values.csv,values,3,9,43840d56336633da2052650fee463dc71eef2cf1db5eff8353fba3b0435e078b
measurement,effective_independence_families,Effective independence across four model/data combinations,MT088 | MT089 | MT091 | MT099,N_eff/m = 1 / (1 + (m-1)rho_s),fraction,"SGDm, steady half of 20-epoch runs. Frozen/free values are rounded in the source; box-free values have four decimals. Never label the fraction “percent signal.”",,documented_values,S0610 | S0611,publication-workspace/work/full_measurement_evidence.json,/plots/effective_independence_families/rows,measurement.effective_independence_families.values,measurement__effective_independence_families__values.csv,values,4,9,a59e9b6118cd1ab9d9c11cd7a03082ec8c18371a8f9e4faf80e0fa7e271dd490
measurement,adaptation_dial,Correlation suppression changes gradually,MT092 | MT100,Profile exponent b; k=1 suppression; weightwise N_eff/m,dimensionless,"R18/C10, 20 epochs, n=3 per rung. Frozen beta is an anchor, not a logarithmic zero. Show the invalid 1e-2 rung separately or omit it.",,documented_values,S0612,publication-workspace/work/full_measurement_evidence.json,/plots/adaptation_dial/rows,measurement.adaptation_dial.values,measurement__adaptation_dial__values.csv,values,4,11,93f58678e8de198c69fb06fee18479e3d0d87d49d4c5e8ca5b9258c1a0c5114c
measurement,correlation_profile,Frozen correlation profile survives floor correction,MT093,Implied weightwise sign correlation rho_w versus average block size k,rho dimensionless; k coordinates per group,"R18/C10, frozen beta, steady half, geometric means across source seeds. There are three measured rung points; connecting lines are not a fitted scale law.",,documented_values,S0613,publication-workspace/work/full_measurement_evidence.json,/plots/correlation_profile/rows,measurement.correlation_profile.values,measurement__correlation_profile__values.csv,values,3,6,564b1ef3861e10f97a82dd3a47d9f887ca53ebb8181f8c6c7ef83d02bc7872f6
measurement,correlation_range_families,The off-equilibrium profile repeats across families,MT093,k=1 to layerwise profile fall and exchangeability overprediction,fold,"Frozen beta, 20 epochs, n=2 per arm. This temporal-correlation profile is distinct from the marginal-sign kernel curve E(u).",,documented_values,S0614,publication-workspace/work/full_measurement_evidence.json,/plots/correlation_range_families/rows,measurement.correlation_range_families.values,measurement__correlation_range_families__values.csv,values,4,7,cb76dd18408503e03e40aa8db9d43a000cdc569c14f64b5436b901e618e50246
measurement,neff_training_windows,Effective independence declines in later windows,MT090 | MT102 | MT103,N_eff/m,fraction,"A window contrast, not an independent causal budget treatment. All 12 br6 runs are box-free. Layerwise change is unresolved at the available resolution.",,documented_values,S0615 | S0616,publication-workspace/work/full_measurement_evidence.json,/plots/neff_training_windows/rows,measurement.neff_training_windows.values,measurement__neff_training_windows__values.csv,values,3,8,47010da69ceb61a4e3af516070519a6c19f95e30cd52298915e6bb85d865bd00
measurement,base_optimizer_order,The partition ordering does not transfer to AdamW,MT090 | MT102 | MT103,N_eff/m,fraction,"20 epochs, R18/C10. bo7 pools two ceilings after its invariance gate passes. AdamW meta-step and initial step size are untuned; this is not a universal optimizer ranking.",,documented_values,S0617 | S0618,publication-workspace/work/full_measurement_evidence.json,/plots/base_optimizer_order/rows,measurement.base_optimizer_order.values,measurement__base_optimizer_order__values.csv,values,3,6,b2f96384cffb90835610c2d57714e14552ae83482be3bf9216342d76bb0fde3a
measurement,estimator_correction,The exponent effect survives correction,MT092 | MT100,s = slope log10(N_eff) versus log10(m),dimensionless,"p5 versus fr5, n=2–3, 20 epochs. Show raw agreement only as the superseded historical comparison. Do not use s to rank architectures.",,documented_values,S0619,publication-workspace/work/full_measurement_evidence.json,/plots/estimator_correction/rows,measurement.estimator_correction.values,measurement__estimator_correction__values.csv,values,3,8,780d67a23217bf08c5c4ca5b3807905eb3e1e7b3df45955ae21789b2528af414
measurement,rebound_unclipping,Unclipping does not remove the rebound,MT091 | MT099,rho_w(k=1) in Q4 divided by rho_w(k=1) in Q3,fold,"Q4/Q3 of rho_w(k=1), as defined by analysis/c52_boxfree.py:459. R10 and C100, n=2. The values are transcribed from CORRECTIONS 69; the exact ratio definition is checked against reducer source.",,documented_values,S0620 | S0621,publication-workspace/work/full_measurement_evidence.json,/plots/rebound_unclipping/rows,measurement.rebound_unclipping.values,measurement__rebound_unclipping__values.csv,values,2,9,833bb982faf5e8464bfe11ef3ea80697f4de0239f5dca52e9b36eae0dd20eb3b
measurement,kernel_field_curves,Marginal-sign structure is strongest below one channel,MT097,E(u)=100*(R_corrected(u)-mean R_null(u)); R is explained within-tensor marginal-sign variance,percentage points of explained variance; u in output-channel row units,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",,cached_plot_data_recomputed_peak,S0624 | S0625 | S0626 | S0627 | S0628,publication-workspace/work/full_measurement_evidence.json,/plots/kernel_field_curves/rows,measurement.kernel_field_curves.peak_summary,measurement__kernel_field_curves__peak_summary.csv,peak_summary,33,15,0f12d34b59293654aee39d37ef046e5ab57a5495e1dda15024a779bad109f24d
measurement,kernel_field_curves,Marginal-sign structure is strongest below one channel,MT097,E(u)=100*(R_corrected(u)-mean R_null(u)); R is explained within-tensor marginal-sign variance,percentage points of explained variance; u in output-channel row units,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | All 17 supplied u rungs per analysis entry are retained, including clamped and exception flags. Permutation-null MC SE is not training-seed SE.",,cached_plot_data_recomputed_peak,S0624 | S0625 | S0626 | S0627 | S0628,publication-workspace/work/full_measurement_evidence.json,/plots/kernel_field_curves/rows/*/rows,measurement.kernel_field_curves.all_curve_points,measurement__kernel_field_curves__all_curve_points.csv,all_curve_points,561,21,eae7476f8da42a61a1e9d186565228481cd282cdb265f42485424b956b9e56f8
measurement,kernel_meta_step,The kernel-scale location survives meta-step changes,MT097,u_peak and geometric-mean E_peak,channel units; E percentage points,The 1e-2 rung is guard-dominated. Its 84.266 pp amplitude is not evidence of a clean adaptation effect. The clean maximum/minimum amplitude ratio is 1.524.,,cached_plot_data,S0625 | S0629,publication-workspace/work/full_measurement_evidence.json,/plots/kernel_meta_step/rows,measurement.kernel_meta_step.values,measurement__kernel_meta_step__values.csv,values,5,8,f934730288366cfb78a8c32a8703e33bb6c7314a3cc819f86ffed9d54d87a541
measurement,bridge_current,The field-to-partition bridge fails,MT098,Field scale vs the corrected best training region,output-channel units,"Report separation at least log10(512) = 2.70927 decades. The best training region is from the corrected historical comparison, not a newly located joint optimum. Do not present the old 16/21 layerwise peaks as current: that table used legacy last-20 accuracy.",,documented_corrected_bound,S0630,publication-workspace/work/full_measurement_evidence.json,/plots/bridge_current/rows,measurement.bridge_current.values,measurement__bridge_current__values.csv,values,3,6,793e6d72f4a71c2ec54137a8e54a97546126c3288b20eaade89ee60c0cc7468f
measurement,bridge_cc1,A direct matched-count test defeats the predictive claim,MT098,Delta plateau5 and delta N_eff/m between pre-registered matched-count pairs,accuracy percentage points; effective-independence fraction,"cc1: R18/C10, 100 epochs, meta-step 1e-4, fresh seeds 3–5, n=3 per arm, all 12 box-free. t values are Welch statistics. Field means are rounded in the record; do not reconstruct SE from the tiny rounded accuracy t. This is the strongest later direct test of the predictive claim.",,documented_registered_scorer_result,S0631 | S0632,publication-workspace/work/full_measurement_evidence.json,/plots/bridge_cc1/rows,measurement.bridge_cc1.values,measurement__bridge_cc1__values.csv,values,2,12,55d147449ac10a661dffa176f80ce8584e4a60479f153883c91eec9f1ea03b24
measurement,window_metric_error,Window choice changed the 20-epoch conclusion,MT108 | MT109 | MT110 | MT112,Historical last20 versus last5 testaccuracy at20epochs,accuracy percent,"Representative headline configuration: same cells, different window. Across four strata, resolved argmaxes fall from four to zero. Pooled counts 27/25/26 describe a separate stratified summary.",,documented_correction,S0633,publication-workspace/work/full_measurement_evidence.json,/plots/window_metric_error/rows,measurement.window_metric_error.values,measurement__window_metric_error__values.csv,values,3,7,08478ef0e63e69f41c0a75396651b92aa0913cc06932bf9cf2a7edc30bd20311
